7.7504,2.0928,2.7887,14.095,4.3443,-1.2626
7.8913,2.1362,2.776,14.308,4.5568,-1.3674
8.0344,2.1818,2.7624,14.991,4.2605,-1.6496
8.1843,2.2244,2.7459,15.073,4.4441,-1.5682
8.335,2.2688,2.7302,15.067,4.9964,-1.6717
8.4857,2.3188,2.7135,15.131,4.6557,-1.8713
8.637,2.3653,2.6947,15.029,4.9043,-1.9046
8.7873,2.4144,2.6757,15.26,4.8249,-1.8864
8.9399,2.4626,2.6568,15.135,5.321,-1.8875
9.0912,2.5158,2.638,15.377,5.6801,-1.979
9.245,2.5726,2.6182,15.441,5.7779,-2.1328
9.3994,2.6304,2.5968,15.137,5.7697,-2.2978
9.5508,2.6881,2.5739,15.26,5.9347,-2.2765
9.7034,2.7475,2.5511,15.244,6.1587,-2.3574
9.8558,2.8091,2.5275,15.29,6.3546,-2.4318
10.009,2.8726,2.5032,14.946,6.2442,-2.405
10.158,2.935,2.4792,15.018,6.1925,-2.5947
10.308,2.997,2.4532,14.571,6.2583,-2.8496
10.454,3.0596,2.4247,14.546,6.4923,-2.771
10.6,3.1245,2.397,15.037,5.8959,-2.9173
10.75,3.1834,2.3678,15.178,6.0519,-3.0551
10.902,3.244,2.3373,14.84,5.953,-3.2259
11.05,3.3035,2.305,14.928,5.7089,-3.289
11.199,3.3606,2.2721,14.991,5.6408,-3.3335
11.349,3.417,2.2388,15.148,5.7741,-3.5403
11.501,3.4747,2.2034,14.793,5.9632,-3.5909
11.649,3.5344,2.1675,14.596,6.039,-3.7369
11.795,3.5947,2.1301,14.507,5.2249,-3.9399
11.94,3.647,2.0907,14.43,4.8274,-4.0818
12.084,3.6953,2.0499,14.78,5.3351,-4.1638
12.232,3.7486,2.0083,14.276,5.4349,-4.2177
12.375,3.803,1.9661,14.305,5.3031,-4.4309
12.518,3.856,1.9218,14.276,5.5975,-4.4444
12.66,3.912,1.8773,14.443,5.3987,-4.4544
12.805,3.966,1.8328,14.529,5.6257,-4.7086
12.95,4.0222,1.7857,14.61,5.7231,-4.7614
13.096,4.0795,1.7381,14.663,5.5542,-4.8071
13.243,4.135,1.69,14.664,5.0871,-4.9402
13.389,4.1859,1.6406,14.61,5.1514,-4.9694
13.536,4.2374,1.5909,14.942,5.1306,-5.0176
13.685,4.2887,1.5407,15.028,4.7706,-5.1837
13.835,4.3364,1.4889,15.249,4.7893,-5.3888
13.988,4.3843,1.435,15.008,4.7131,-5.5278
14.138,4.4314,1.3797,14.587,4.2172,-5.3598
14.284,4.4736,1.3261,14.149,4.1006,-5.461
14.425,4.5146,1.2715,13.849,3.9403,-5.6705
14.564,4.554,1.2148,14.134,3.9664,-5.8666
14.705,4.5937,1.1562,14.058,3.9113,-6.179
14.846,4.6328,1.0944,14.014,3.8274,-6.1892
14.986,4.671,1.0325,13.81,3.6501,-6.1529
15.124,4.7075,0.97095,13.562,4.065,-6.2324
15.259,4.7482,0.90863,13.436,4.0883,-6.3493
15.394,4.7891,0.84514,14.017,4.4657,-6.4242
15.534,4.8337,0.7809,14.111,4.6854,-6.4654
15.675,4.8806,0.71624,14.169,4.6816,-6.5205
15.817,4.9274,0.65104,14.809,4.8146,-6.5826
15.965,4.9756,0.58521,14.715,5.252,-6.5231
16.112,5.0281,0.51998,14.6,5.0788,-6.5571
16.258,5.0789,0.45441,14.653,4.4327,-6.6021
16.405,5.1232,0.38839,14.663,4.2206,-6.7288
16.551,5.1654,0.3211,14.287,4.542,-6.6792
16.694,5.2108,0.25431,14.847,5.2256,-6.7568
16.843,5.2631,0.18674,15.359,5.0414,-6.8762
16.996,5.3135,0.11798,15.451,4.9616,-7.0574
17.151,5.3631,0.047406,15.484,5.0266,-7.1433
